# Created by auto-kappa
# 3ph scattering  : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_14x14x14/NaCl.self_isotope
# Temperature [K] : 50.00 to 1000.00
# Grain size [nm] : 3.16 to 100000.00
temperature[K],grain_size[nm],kave[W/mK],kxx[W/mK],kxy[W/mK],kxz[W/mK],kyx[W/mK],kyy[W/mK],kyz[W/mK],kzx[W/mK],kzy[W/mK],kzz[W/mK]
8.5000000e+02,2.7464741e+03,1.3463354e+00,1.3463166e+00,-2.3139319e-04,-1.8420163e-04,-2.3139319e-04,1.3463006e+00,-1.7645814e-04,-1.8420163e-04,-1.7645814e-04,1.3463892e+00
8.5000000e+02,3.3932218e+03,1.3492083e+00,1.3491895e+00,-2.3146257e-04,-1.8426234e-04,-2.3146257e-04,1.3491735e+00,-1.7651348e-04,-1.8426234e-04,-1.7651348e-04,1.3492621e+00
8.5000000e+02,4.1922674e+03,1.3515717e+00,1.3515528e+00,-2.3151877e-04,-1.8431153e-04,-2.3151877e-04,1.3515368e+00,-1.7655830e-04,-1.8431153e-04,-1.7655830e-04,1.3516254e+00
8.5000000e+02,5.1794747e+03,1.3535102e+00,1.3534914e+00,-2.3156428e-04,-1.8435136e-04,-2.3156428e-04,1.3534754e+00,-1.7659461e-04,-1.8435136e-04,-1.7659461e-04,1.3535640e+00
8.5000000e+02,6.3991523e+03,1.3550965e+00,1.3550776e+00,-2.3160114e-04,-1.8438362e-04,-2.3160114e-04,1.3550616e+00,-1.7662401e-04,-1.8438362e-04,-1.7662401e-04,1.3551502e+00
8.5000000e+02,7.9060432e+03,1.3563919e+00,1.3563730e+00,-2.3163099e-04,-1.8440974e-04,-2.3163099e-04,1.3563570e+00,-1.7664782e-04,-1.8440974e-04,-1.7664782e-04,1.3564456e+00
8.5000000e+02,9.7677811e+03,1.3574480e+00,1.3574292e+00,-2.3165515e-04,-1.8443089e-04,-2.3165515e-04,1.3574131e+00,-1.7666709e-04,-1.8443089e-04,-1.7666709e-04,1.3575018e+00
8.5000000e+02,1.2067926e+04,1.3583079e+00,1.3582891e+00,-2.3167471e-04,-1.8444802e-04,-2.3167471e-04,1.3582731e+00,-1.7668270e-04,-1.8444802e-04,-1.7668270e-04,1.3583617e+00
8.5000000e+02,1.4909717e+04,1.3590073e+00,1.3589885e+00,-2.3169055e-04,-1.8446188e-04,-2.3169055e-04,1.3589725e+00,-1.7669533e-04,-1.8446188e-04,-1.7669533e-04,1.3590611e+00
8.5000000e+02,1.8420700e+04,1.3595756e+00,1.3595568e+00,-2.3170337e-04,-1.8447310e-04,-2.3170337e-04,1.3595408e+00,-1.7670556e-04,-1.8447310e-04,-1.7670556e-04,1.3596294e+00
8.5000000e+02,2.2758459e+04,1.3600371e+00,1.3600182e+00,-2.3171375e-04,-1.8448219e-04,-2.3171375e-04,1.3600022e+00,-1.7671384e-04,-1.8448219e-04,-1.7671384e-04,1.3600908e+00
8.5000000e+02,2.8117687e+04,1.3604115e+00,1.3603927e+00,-2.3172215e-04,-1.8448954e-04,-2.3172215e-04,1.3603767e+00,-1.7672055e-04,-1.8448954e-04,-1.7672055e-04,1.3604653e+00
8.5000000e+02,3.4738921e+04,1.3607153e+00,1.3606964e+00,-2.3172896e-04,-1.8449549e-04,-2.3172896e-04,1.3606804e+00,-1.7672597e-04,-1.8449549e-04,-1.7672597e-04,1.3607690e+00
8.5000000e+02,4.2919343e+04,1.3609615e+00,1.3609426e+00,-2.3173446e-04,-1.8450031e-04,-2.3173446e-04,1.3609266e+00,-1.7673036e-04,-1.8450031e-04,-1.7673036e-04,1.3610153e+00
8.5000000e+02,5.3026113e+04,1.3611611e+00,1.3611422e+00,-2.3173892e-04,-1.8450421e-04,-2.3173892e-04,1.3611262e+00,-1.7673392e-04,-1.8450421e-04,-1.7673392e-04,1.3612149e+00
8.5000000e+02,6.5512856e+04,1.3613228e+00,1.3613040e+00,-2.3174252e-04,-1.8450737e-04,-2.3174252e-04,1.3612880e+00,-1.7673680e-04,-1.8450737e-04,-1.7673680e-04,1.3613766e+00
8.5000000e+02,8.0940012e+04,1.3614539e+00,1.3614350e+00,-2.3174544e-04,-1.8450992e-04,-2.3174544e-04,1.3614190e+00,-1.7673912e-04,-1.8450992e-04,-1.7673912e-04,1.3615076e+00
8.5000000e+02,1.0000000e+05,1.3615600e+00,1.3615411e+00,-2.3174781e-04,-1.8451199e-04,-2.3174781e-04,1.3615251e+00,-1.7674101e-04,-1.8451199e-04,-1.7674101e-04,1.3616137e+00
9.0000000e+02,3.1622777e+00,4.6412420e-01,4.6411633e-01,-1.0862792e-04,-8.1202702e-05,-1.0862792e-04,4.6409816e-01,-8.2147781e-05,-8.1202702e-05,-8.2147781e-05,4.6415811e-01
9.0000000e+02,3.9069399e+00,5.1237684e-01,5.1236808e-01,-1.1874879e-04,-8.9432731e-05,-1.1874879e-04,5.1234990e-01,-8.9771590e-05,-8.9432731e-05,-8.9771590e-05,5.1241253e-01
9.0000000e+02,4.8269574e+00,5.6111058e-01,5.6110092e-01,-1.2877179e-04,-9.7651767e-05,-1.2877179e-04,5.6108283e-01,-9.7330107e-05,-9.7651767e-05,-9.7330107e-05,5.6114798e-01
9.0000000e+02,5.9636233e+00,6.0969141e-01,6.0968086e-01,-1.3854613e-04,-1.0572898e-04,-1.3854613e-04,6.0966294e-01,-1.0471640e-04,-1.0572898e-04,-1.0471640e-04,6.0973042e-01
9.0000000e+02,7.3679546e+00,6.5752186e-01,6.5751045e-01,-1.4792958e-04,-1.1353842e-04,-1.4792958e-04,6.5749275e-01,-1.1182836e-04,-1.1353842e-04,-1.1182836e-04,6.5756239e-01
9.0000000e+02,9.1029818e+00,7.0407535e-01,7.0406312e-01,-1.5679629e-04,-1.2096600e-04,-1.5679629e-04,7.0404566e-01,-1.1857358e-04,-1.2096600e-04,-1.1857358e-04,7.0411728e-01
9.0000000e+02,1.1246578e+01,7.4892367e-01,7.4891067e-01,-1.6504367e-04,-1.2791593e-04,-1.6504367e-04,7.4889347e-01,-1.2487417e-04,-1.2791593e-04,-1.2487417e-04,7.4896687e-01
9.0000000e+02,1.3894955e+01,7.9175432e-01,7.9174061e-01,-1.7259743e-04,-1.3431562e-04,-1.7259743e-04,7.9172368e-01,-1.3067083e-04,-1.3431562e-04,-1.3067083e-04,7.9179866e-01
9.0000000e+02,1.7166979e+01,8.3237560e-01,8.3236127e-01,-1.7941381e-04,-1.4011841e-04,-1.7941381e-04,8.3234457e-01,-1.3592545e-04,-1.4011841e-04,-1.3592545e-04,8.3242095e-01
9.0000000e+02,2.1209509e+01,8.7070943e-01,8.7069455e-01,-1.8547904e-04,-1.4530376e-04,-1.8547904e-04,8.7067808e-01,-1.4062167e-04,-1.4530376e-04,-1.4062167e-04,8.7075567e-01
9.0000000e+02,2.6203985e+01,9.0677363e-01,9.0675826e-01,-1.9080613e-04,-1.4987501e-04,-1.9080613e-04,9.0674200e-01,-1.4476343e-04,-1.4987501e-04,-1.4476343e-04,9.0682063e-01
9.0000000e+02,3.2374575e+01,9.4065678e-01,9.4064099e-01,-1.9542977e-04,-1.5385543e-04,-1.9542977e-04,9.4062491e-01,-1.4837184e-04,-1.5385543e-04,-1.4837184e-04,9.4070444e-01
9.0000000e+02,3.9998234e+01,9.7248964e-01,9.7247350e-01,-1.9940050e-04,-1.5728320e-04,-1.9940050e-04,9.7245757e-01,-1.5148114e-04,-1.5728320e-04,-1.5148114e-04,9.7253785e-01
9.0000000e+02,4.9417134e+01,1.0024168e+00,1.0024004e+00,-2.0277875e-04,-1.6020633e-04,-2.0277875e-04,1.0023846e+00,-1.5413429e-04,-1.6020633e-04,-1.5413429e-04,1.0024655e+00
9.0000000e+02,6.1054023e+01,1.0305722e+00,1.0305555e+00,-2.0562959e-04,-1.6267798e-04,-2.0562959e-04,1.0305398e+00,-1.5637894e-04,-1.6267798e-04,-1.5637894e-04,1.0306213e+00
9.0000000e+02,7.5431201e+01,1.0570607e+00,1.0570438e+00,-2.0801858e-04,-1.6475262e-04,-2.0801858e-04,1.0570282e+00,-1.5826402e-04,-1.6475262e-04,-1.5826402e-04,1.0571101e+00
9.0000000e+02,9.3193958e+01,1.0819484e+00,1.0819313e+00,-2.1000863e-04,-1.6648319e-04,-2.1000863e-04,1.0819158e+00,-1.5983719e-04,-1.6648319e-04,-1.5983719e-04,1.0819980e+00
9.0000000e+02,1.1513954e+02,1.1052606e+00,1.1052434e+00,-2.1165803e-04,-1.6791915e-04,-2.1165803e-04,1.1052279e+00,-1.6114306e-04,-1.6791915e-04,-1.6114306e-04,1.1053105e+00
9.0000000e+02,1.4225293e+02,1.1269886e+00,1.1269713e+00,-2.1301933e-04,-1.6910541e-04,-2.1301933e-04,1.1269559e+00,-1.6222222e-04,-1.6910541e-04,-1.6222222e-04,1.1270387e+00
9.0000000e+02,1.7575106e+02,1.1471020e+00,1.1470846e+00,-2.1413893e-04,-1.7008178e-04,-2.1413893e-04,1.1470692e+00,-1.6311071e-04,-1.7008178e-04,-1.6311071e-04,1.1471522e+00
9.0000000e+02,2.1713743e+02,1.1655638e+00,1.1655463e+00,-2.1505706e-04,-1.7088297e-04,-2.1505706e-04,1.1655310e+00,-1.6383995e-04,-1.7088297e-04,-1.6383995e-04,1.1656141e+00
9.0000000e+02,2.6826958e+02,1.1823460e+00,1.1823284e+00,-2.1580816e-04,-1.7153874e-04,-2.1580816e-04,1.1823132e+00,-1.6443695e-04,-1.7153874e-04,-1.6443695e-04,1.1823964e+00
9.0000000e+02,3.3144247e+02,1.1974420e+00,1.1974243e+00,-2.1642142e-04,-1.7207439e-04,-2.1642142e-04,1.1974091e+00,-1.6492468e-04,-1.7207439e-04,-1.6492468e-04,1.1974925e+00
9.0000000e+02,4.0949151e+02,1.2108744e+00,1.2108567e+00,-2.1692132e-04,-1.7251117e-04,-2.1692132e-04,1.2108415e+00,-1.6532244e-04,-1.7251117e-04,-1.6532244e-04,1.2109250e+00
9.0000000e+02,5.0591975e+02,1.2226978e+00,1.2226800e+00,-2.1732827e-04,-1.7286684e-04,-2.1732827e-04,1.2226648e+00,-1.6564637e-04,-1.7286684e-04,-1.6564637e-04,1.2227484e+00
9.0000000e+02,6.2505519e+02,1.2329965e+00,1.2329787e+00,-2.1765921e-04,-1.7315614e-04,-2.1765921e-04,1.2329635e+00,-1.6590987e-04,-1.7315614e-04,-1.6590987e-04,1.2330472e+00
9.0000000e+02,7.7224499e+02,1.2418792e+00,1.2418615e+00,-2.1792808e-04,-1.7339123e-04,-2.1792808e-04,1.2418463e+00,-1.6612402e-04,-1.7339123e-04,-1.6612402e-04,1.2419299e+00
9.0000000e+02,9.5409548e+02,1.2494716e+00,1.2494538e+00,-2.1814638e-04,-1.7358213e-04,-2.1814638e-04,1.2494387e+00,-1.6629792e-04,-1.7358213e-04,-1.6629792e-04,1.2495224e+00
9.0000000e+02,1.1787686e+03,1.2559083e+00,1.2558905e+00,-2.1832352e-04,-1.7373705e-04,-2.1832352e-04,1.2558753e+00,-1.6643906e-04,-1.7373705e-04,-1.6643906e-04,1.2559590e+00
9.0000000e+02,1.4563485e+03,1.2613257e+00,1.2613079e+00,-2.1846718e-04,-1.7386271e-04,-2.1846718e-04,1.2612928e+00,-1.6655354e-04,-1.7386271e-04,-1.6655354e-04,1.2613765e+00
9.0000000e+02,1.7992936e+03,1.2658566e+00,1.2658388e+00,-2.1858365e-04,-1.7396459e-04,-2.1858365e-04,1.2658236e+00,-1.6664636e-04,-1.7396459e-04,-1.6664636e-04,1.2659074e+00
9.0000000e+02,2.2229965e+03,1.2696254e+00,1.2696075e+00,-2.1867805e-04,-1.7404717e-04,-2.1867805e-04,1.2695924e+00,-1.6672160e-04,-1.7404717e-04,-1.6672160e-04,1.2696762e+00
9.0000000e+02,2.7464741e+03,1.2727456e+00,1.2727278e+00,-2.1875454e-04,-1.7411408e-04,-2.1875454e-04,1.2727126e+00,-1.6678257e-04,-1.7411408e-04,-1.6678257e-04,1.2727964e+00
9.0000000e+02,3.3932218e+03,1.2753187e+00,1.2753009e+00,-2.1881650e-04,-1.7416829e-04,-2.1881650e-04,1.2752857e+00,-1.6683196e-04,-1.7416829e-04,-1.6683196e-04,1.2753696e+00
9.0000000e+02,4.1922674e+03,1.2774337e+00,1.2774158e+00,-2.1886669e-04,-1.7421220e-04,-2.1886669e-04,1.2774007e+00,-1.6687197e-04,-1.7421220e-04,-1.6687197e-04,1.2774845e+00
9.0000000e+02,5.1794747e+03,1.2791673e+00,1.2791494e+00,-2.1890734e-04,-1.7424777e-04,-2.1890734e-04,1.2791343e+00,-1.6690437e-04,-1.7424777e-04,-1.6690437e-04,1.2792181e+00
9.0000000e+02,6.3991523e+03,1.2805850e+00,1.2805671e+00,-2.1894025e-04,-1.7427657e-04,-2.1894025e-04,1.2805520e+00,-1.6693061e-04,-1.7427657e-04,-1.6693061e-04,1.2806358e+00
9.0000000e+02,7.9060432e+03,1.2817422e+00,1.2817243e+00,-2.1896691e-04,-1.7429988e-04,-2.1896691e-04,1.2817092e+00,-1.6695186e-04,-1.7429988e-04,-1.6695186e-04,1.2817930e+00
9.0000000e+02,9.7677811e+03,1.2826853e+00,1.2826675e+00,-2.1898848e-04,-1.7431876e-04,-2.1898848e-04,1.2826523e+00,-1.6696906e-04,-1.7431876e-04,-1.6696906e-04,1.2827362e+00
9.0000000e+02,1.2067926e+04,1.2834529e+00,1.2834351e+00,-2.1900595e-04,-1.7433405e-04,-2.1900595e-04,1.2834200e+00,-1.6698299e-04,-1.7433405e-04,-1.6698299e-04,1.2835038e+00
9.0000000e+02,1.4909717e+04,1.2840771e+00,1.2840592e+00,-2.1902009e-04,-1.7434642e-04,-2.1902009e-04,1.2840441e+00,-1.6699427e-04,-1.7434642e-04,-1.6699427e-04,1.2841280e+00
9.0000000e+02,1.8420700e+04,1.2845842e+00,1.2845663e+00,-2.1903154e-04,-1.7435644e-04,-2.1903154e-04,1.2845512e+00,-1.6700339e-04,-1.7435644e-04,-1.6700339e-04,1.2846350e+00
9.0000000e+02,2.2758459e+04,1.2849958e+00,1.2849780e+00,-2.1904081e-04,-1.7436455e-04,-2.1904081e-04,1.2849628e+00,-1.6701078e-04,-1.7436455e-04,-1.6701078e-04,1.2850467e+00
9.0000000e+02,2.8117687e+04,1.2853298e+00,1.2853120e+00,-2.1904831e-04,-1.7437112e-04,-2.1904831e-04,1.2852968e+00,-1.6701677e-04,-1.7437112e-04,-1.6701677e-04,1.2853807e+00
9.0000000e+02,3.4738921e+04,1.2856007e+00,1.2855829e+00,-2.1905439e-04,-1.7437643e-04,-2.1905439e-04,1.2855677e+00,-1.6702161e-04,-1.7437643e-04,-1.6702161e-04,1.2856516e+00
9.0000000e+02,4.2919343e+04,1.2858203e+00,1.2858025e+00,-2.1905930e-04,-1.7438073e-04,-2.1905930e-04,1.2857873e+00,-1.6702553e-04,-1.7438073e-04,-1.6702553e-04,1.2858712e+00
9.0000000e+02,5.3026113e+04,1.2859983e+00,1.2859804e+00,-2.1906328e-04,-1.7438421e-04,-2.1906328e-04,1.2859653e+00,-1.6702870e-04,-1.7438421e-04,-1.6702870e-04,1.2860492e+00
9.0000000e+02,6.5512856e+04,1.2861425e+00,1.2861246e+00,-2.1906650e-04,-1.7438703e-04,-2.1906650e-04,1.2861095e+00,-1.6703127e-04,-1.7438703e-04,-1.6703127e-04,1.2861934e+00
9.0000000e+02,8.0940012e+04,1.2862593e+00,1.2862415e+00,-2.1906911e-04,-1.7438931e-04,-2.1906911e-04,1.2862263e+00,-1.6703335e-04,-1.7438931e-04,-1.6703335e-04,1.2863102e+00
9.0000000e+02,1.0000000e+05,1.2863540e+00,1.2863361e+00,-2.1907122e-04,-1.7439116e-04,-2.1907122e-04,1.2863210e+00,-1.6703503e-04,-1.7439116e-04,-1.6703503e-04,1.2864048e+00
9.5000000e+02,3.1622777e+00,4.5148879e-01,4.5148111e-01,-1.0543261e-04,-7.8962643e-05,-1.0543261e-04,4.5146387e-01,-7.9719298e-05,-7.8962643e-05,-7.9719298e-05,4.5152139e-01
9.5000000e+02,3.9069399e+00,4.9739696e-01,4.9738843e-01,-1.1501920e-04,-8.6774200e-05,-1.1501920e-04,4.9737121e-01,-8.6940623e-05,-8.6774200e-05,-8.6940623e-05,4.9743123e-01
9.5000000e+02,4.8269574e+00,5.4360651e-01,5.4359713e-01,-1.2447631e-04,-9.4543633e-05,-1.2447631e-04,5.4358001e-01,-9.4073866e-05,-9.4543633e-05,-9.4073866e-05,5.4364238e-01
9.5000000e+02,5.9636233e+00,5.8952200e-01,5.8951178e-01,-1.3366227e-04,-1.0214743e-04,-1.3366227e-04,5.8949483e-01,-1.0101838e-04,-1.0214743e-04,-1.0101838e-04,5.8955938e-01
9.5000000e+02,7.3679546e+00,6.3459127e-01,6.3458024e-01,-1.4244545e-04,-1.0946840e-04,-1.4244545e-04,6.3456350e-01,-1.0767927e-04,-1.0946840e-04,-1.0767927e-04,6.3463006e-01
9.5000000e+02,9.1029818e+00,6.7833671e-01,6.7832491e-01,-1.5071154e-04,-1.1640227e-04,-1.5071154e-04,6.7830842e-01,-1.1397201e-04,-1.1640227e-04,-1.1397201e-04,6.7837680e-01
9.5000000e+02,1.1246578e+01,7.2037917e-01,7.2036666e-01,-1.5836972e-04,-1.2286345e-04,-1.5836972e-04,7.2035041e-01,-1.1982698e-04,-1.2286345e-04,-1.1982698e-04,7.2042044e-01
9.5000000e+02,1.3894955e+01,7.6045151e-01,7.6043835e-01,-1.6535680e-04,-1.2878924e-04,-1.6535680e-04,7.6042234e-01,-1.2519295e-04,-1.2878924e-04,-1.2519295e-04,7.6049383e-01
9.5000000e+02,1.7166979e+01,7.9840043e-01,7.9838669e-01,-1.7163871e-04,-1.3414183e-04,-1.7163871e-04,7.9837092e-01,-1.3003912e-04,-1.3414183e-04,-1.3003912e-04,7.9844368e-01
9.5000000e+02,2.1209509e+01,8.3417692e-01,8.3416267e-01,-1.7720922e-04,-1.3890780e-04,-1.7720922e-04,8.3414711e-01,-1.3435513e-04,-1.3890780e-04,-1.3435513e-04,8.3422098e-01
9.5000000e+02,2.6203985e+01,8.6781732e-01,8.6780263e-01,-1.8208642e-04,-1.4309557e-04,-1.8208642e-04,8.6778725e-01,-1.3814923e-04,-1.4309557e-04,-1.3814923e-04,8.6786208e-01
9.5000000e+02,3.2374575e+01,8.9941835e-01,8.9940328e-01,-1.8630761e-04,-1.4673128e-04,-1.8630761e-04,8.9938807e-01,-1.4144502e-04,-1.4673128e-04,-1.4144502e-04,8.9946371e-01
9.5000000e+02,3.9998234e+01,9.2910972e-01,9.2909432e-01,-1.8992362e-04,-1.4985398e-04,-1.8992362e-04,9.2907926e-01,-1.4427748e-04,-1.4985398e-04,-1.4427748e-04,9.2915558e-01
9.5000000e+02,4.9417134e+01,9.5702791e-01,9.5701224e-01,-1.9299331e-04,-1.5251084e-04,-1.9299331e-04,9.5699730e-01,-1.4668882e-04,-1.5251084e-04,-1.4668882e-04,9.5707420e-01
9.5000000e+02,6.1054023e+01,9.8329422e-01,9.8327832e-01,-1.9557886e-04,-1.5475288e-04,-1.9557886e-04,9.8326349e-01,-1.4872481e-04,-1.5475288e-04,-1.4872481e-04,9.8334086e-01
9.5000000e+02,7.5431201e+01,1.0079994e+00,1.0079833e+00,-1.9774202e-04,-1.5663160e-04,-1.9774202e-04,1.0079685e+00,-1.5043172e-04,-1.5663160e-04,-1.5043172e-04,1.0080463e+00
9.5000000e+02,9.3193958e+01,1.0311960e+00,1.0311798e+00,-1.9954147e-04,-1.5819648e-04,-1.9954147e-04,1.0311651e+00,-1.5185412e-04,-1.5819648e-04,-1.5185412e-04,1.0312432e+00
9.5000000e+02,1.1513954e+02,1.0528994e+00,1.0528830e+00,-2.0103118e-04,-1.5949339e-04,-2.0103118e-04,1.0528684e+00,-1.5303340e-04,-1.5949339e-04,-1.5303340e-04,1.0529468e+00
9.5000000e+02,1.4225293e+02,1.0730948e+00,1.0730783e+00,-2.0225951e-04,-1.6056370e-04,-2.0225951e-04,1.0730638e+00,-1.5400694e-04,-1.6056370e-04,-1.5400694e-04,1.0731424e+00
9.5000000e+02,1.7575106e+02,1.0917507e+00,1.0917341e+00,-2.0326894e-04,-1.6144390e-04,-2.0326894e-04,1.0917196e+00,-1.5480779e-04,-1.6144390e-04,-1.5480779e-04,1.0917984e+00
9.5000000e+02,2.1713743e+02,1.1088331e+00,1.1088164e+00,-2.0409617e-04,-1.6216567e-04,-2.0409617e-04,1.1088019e+00,-1.5546463e-04,-1.6216567e-04,-1.5546463e-04,1.1088809e+00
9.5000000e+02,2.6826958e+02,1.1243199e+00,1.1243032e+00,-2.0477255e-04,-1.6275610e-04,-2.0477255e-04,1.1242887e+00,-1.5600206e-04,-1.6275610e-04,-1.5600206e-04,1.1243678e+00
9.5000000e+02,3.3144247e+02,1.1382117e+00,1.1381949e+00,-2.0532455e-04,-1.6323815e-04,-2.0532455e-04,1.1381805e+00,-1.5644090e-04,-1.6323815e-04,-1.5644090e-04,1.1382596e+00
9.5000000e+02,4.0949151e+02,1.1505377e+00,1.1505209e+00,-2.0577435e-04,-1.6363108e-04,-2.0577435e-04,1.1505065e+00,-1.5679866e-04,-1.6363108e-04,-1.5679866e-04,1.1505857e+00
9.5000000e+02,5.0591975e+02,1.1613573e+00,1.1613405e+00,-2.0614041e-04,-1.6395094e-04,-2.0614041e-04,1.1613261e+00,-1.5708992e-04,-1.6395094e-04,-1.5708992e-04,1.1614054e+00
9.5000000e+02,6.2505519e+02,1.1707571e+00,1.1707403e+00,-2.0643801e-04,-1.6421105e-04,-2.0643801e-04,1.1707259e+00,-1.5732678e-04,-1.6421105e-04,-1.5732678e-04,1.1708052e+00
9.5000000e+02,7.7224499e+02,1.1788450e+00,1.1788281e+00,-2.0667976e-04,-1.6442237e-04,-2.0667976e-04,1.1788137e+00,-1.5751924e-04,-1.6442237e-04,-1.5751924e-04,1.1788931e+00
9.5000000e+02,9.5409548e+02,1.1857427e+00,1.1857258e+00,-2.0687601e-04,-1.6459394e-04,-2.0687601e-04,1.1857115e+00,-1.5767550e-04,-1.6459394e-04,-1.5767550e-04,1.1857909e+00
9.5000000e+02,1.1787686e+03,1.1915790e+00,1.1915621e+00,-2.0703523e-04,-1.6473315e-04,-2.0703523e-04,1.1915478e+00,-1.5780230e-04,-1.6473315e-04,-1.5780230e-04,1.1916272e+00
9.5000000e+02,1.4563485e+03,1.1964828e+00,1.1964659e+00,-2.0716435e-04,-1.6484606e-04,-2.0716435e-04,1.1964515e+00,-1.5790514e-04,-1.6484606e-04,-1.5790514e-04,1.1965309e+00
9.5000000e+02,1.7992936e+03,1.2005779e+00,1.2005610e+00,-2.0726902e-04,-1.6493759e-04,-2.0726902e-04,1.2005466e+00,-1.5798852e-04,-1.6493759e-04,-1.5798852e-04,1.2006261e+00
9.5000000e+02,2.2229965e+03,1.2039798e+00,1.2039629e+00,-2.0735385e-04,-1.6501178e-04,-2.0735385e-04,1.2039485e+00,-1.5805610e-04,-1.6501178e-04,-1.5805610e-04,1.2040280e+00
9.5000000e+02,2.7464741e+03,1.2067933e+00,1.2067764e+00,-2.0742258e-04,-1.6507189e-04,-2.0742258e-04,1.2067620e+00,-1.5811085e-04,-1.6507189e-04,-1.5811085e-04,1.2068415e+00
9.5000000e+02,3.3932218e+03,1.2091114e+00,1.2090944e+00,-2.0747825e-04,-1.6512059e-04,-2.0747825e-04,1.2090801e+00,-1.5815521e-04,-1.6512059e-04,-1.5815521e-04,1.2091596e+00
9.5000000e+02,4.1922674e+03,1.2110152e+00,1.2109983e+00,-2.0752335e-04,-1.6516003e-04,-2.0752335e-04,1.2109839e+00,-1.5819114e-04,-1.6516003e-04,-1.5819114e-04,1.2110635e+00
9.5000000e+02,5.1794747e+03,1.2125748e+00,1.2125579e+00,-2.0755987e-04,-1.6519197e-04,-2.0755987e-04,1.2125435e+00,-1.5822024e-04,-1.6519197e-04,-1.5822024e-04,1.2126230e+00
9.5000000e+02,6.3991523e+03,1.2138495e+00,1.2138326e+00,-2.0758944e-04,-1.6521784e-04,-2.0758944e-04,1.2138182e+00,-1.5824381e-04,-1.6521784e-04,-1.5824381e-04,1.2138978e+00
9.5000000e+02,7.9060432e+03,1.2148896e+00,1.2148726e+00,-2.0761338e-04,-1.6523879e-04,-2.0761338e-04,1.2148583e+00,-1.5826289e-04,-1.6523879e-04,-1.5826289e-04,1.2149378e+00
9.5000000e+02,9.7677811e+03,1.2157369e+00,1.2157200e+00,-2.0763277e-04,-1.6525574e-04,-2.0763277e-04,1.2157056e+00,-1.5827833e-04,-1.6525574e-04,-1.5827833e-04,1.2157852e+00
9.5000000e+02,1.2067926e+04,1.2164264e+00,1.2164094e+00,-2.0764846e-04,-1.6526947e-04,-2.0764846e-04,1.2163951e+00,-1.5829084e-04,-1.6526947e-04,-1.5829084e-04,1.2164746e+00
9.5000000e+02,1.4909717e+04,1.2169869e+00,1.2169699e+00,-2.0766117e-04,-1.6528059e-04,-2.0766117e-04,1.2169556e+00,-1.5830097e-04,-1.6528059e-04,-1.5830097e-04,1.2170351e+00
9.5000000e+02,1.8420700e+04,1.2174421e+00,1.2174252e+00,-2.0767145e-04,-1.6528958e-04,-2.0767145e-04,1.2174108e+00,-1.5830916e-04,-1.6528958e-04,-1.5830916e-04,1.2174904e+00
9.5000000e+02,2.2758459e+04,1.2178116e+00,1.2177947e+00,-2.0767978e-04,-1.6529687e-04,-2.0767978e-04,1.2177803e+00,-1.5831580e-04,-1.6529687e-04,-1.5831580e-04,1.2178599e+00
9.5000000e+02,2.8117687e+04,1.2181114e+00,1.2180945e+00,-2.0768652e-04,-1.6530276e-04,-2.0768652e-04,1.2180801e+00,-1.5832117e-04,-1.6530276e-04,-1.5832117e-04,1.2181597e+00
9.5000000e+02,3.4738921e+04,1.2183545e+00,1.2183376e+00,-2.0769198e-04,-1.6530753e-04,-2.0769198e-04,1.2183232e+00,-1.5832552e-04,-1.6530753e-04,-1.5832552e-04,1.2184028e+00
9.5000000e+02,4.2919343e+04,1.2185516e+00,1.2185346e+00,-2.0769639e-04,-1.6531140e-04,-2.0769639e-04,1.2185203e+00,-1.5832903e-04,-1.6531140e-04,-1.5832903e-04,1.2185998e+00
9.5000000e+02,5.3026113e+04,1.2187113e+00,1.2186943e+00,-2.0769997e-04,-1.6531452e-04,-2.0769997e-04,1.2186800e+00,-1.5833188e-04,-1.6531452e-04,-1.5833188e-04,1.2187595e+00
9.5000000e+02,6.5512856e+04,1.2188407e+00,1.2188237e+00,-2.0770286e-04,-1.6531706e-04,-2.0770286e-04,1.2188094e+00,-1.5833419e-04,-1.6531706e-04,-1.5833419e-04,1.2188889e+00
9.5000000e+02,8.0940012e+04,1.2189455e+00,1.2189285e+00,-2.0770520e-04,-1.6531910e-04,-2.0770520e-04,1.2189142e+00,-1.5833606e-04,-1.6531910e-04,-1.5833606e-04,1.2189938e+00
9.5000000e+02,1.0000000e+05,1.2190304e+00,1.2190134e+00,-2.0770710e-04,-1.6532076e-04,-2.0770710e-04,1.2189991e+00,-1.5833757e-04,-1.6532076e-04,-1.5833757e-04,1.2190786e+00
1.0000000e+03,3.1622777e+00,4.3959202e-01,4.3958452e-01,-1.0243376e-04,-7.6851179e-05,-1.0243376e-04,4.3956812e-01,-7.7440807e-05,-7.6851179e-05,-7.7440807e-05,4.3962341e-01
1.0000000e+03,3.9069399e+00,4.8334526e-01,4.8333695e-01,-1.1153087e-04,-8.4277993e-05,-1.1153087e-04,4.8332059e-01,-8.4293743e-05,-8.4277993e-05,-8.4293743e-05,4.8337822e-01
