# Created by auto-kappa
# 3ph scattering  : ./mp-22862/cube/kappa_fd_20x20x20/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_20x20x20/NaCl.self_isotope
# Temperature [K] : 50.00 to 1000.00
# Grain size [nm] : 3.16 to 100000.00
temperature[K],grain_size[nm],kxx[W/mK],kxy[W/mK],kxz[W/mK],kyx[W/mK],kyy[W/mK],kyz[W/mK],kzx[W/mK],kzy[W/mK],kzz[W/mK],kave[W/mK]
4.0000000e+02,1.7166979e+01,1.4825906e+00,-3.9793461e-04,-4.1698715e-04,-3.9793461e-04,1.4825832e+00,-4.1335650e-04,-4.1698715e-04,-4.1335650e-04,1.4825567e+00,1.4825768e+00
4.0000000e+02,2.1209509e+01,1.5843700e+00,-4.2573789e-04,-4.4532545e-04,-4.2573789e-04,1.5843623e+00,-4.4147470e-04,-4.4532545e-04,-4.4147470e-04,1.5843353e+00,1.5843559e+00
4.0000000e+02,2.6203985e+01,1.6818661e+00,-4.5196291e-04,-4.7200493e-04,-4.5196291e-04,1.6818580e+00,-4.6795549e-04,-4.7200493e-04,-4.6795549e-04,1.6818307e+00,1.6818516e+00
4.0000000e+02,3.2374575e+01,1.7743691e+00,-4.7626548e-04,-4.9668987e-04,-4.7626548e-04,1.7743607e+00,-4.9246395e-04,-4.9668987e-04,-4.9246395e-04,1.7743331e+00,1.7743543e+00
4.0000000e+02,3.9998234e+01,1.8614327e+00,-4.9840764e-04,-5.1915124e-04,-4.9840764e-04,1.8614240e+00,-5.1477079e-04,-5.1915124e-04,-5.1477079e-04,1.8613961e+00,1.8614176e+00
4.0000000e+02,4.9417134e+01,1.9428627e+00,-5.1826295e-04,-5.3927133e-04,-5.1826295e-04,1.9428538e+00,-5.3475727e-04,-5.3927133e-04,-5.3475727e-04,1.9428257e+00,1.9428474e+00
4.0000000e+02,6.1054023e+01,2.0186888e+00,-5.3580919e-04,-5.5703607e-04,-5.3580919e-04,2.0186796e+00,-5.5240774e-04,-5.5703607e-04,-5.5240774e-04,2.0186514e+00,2.0186733e+00
4.0000000e+02,7.5431201e+01,2.0891229e+00,-5.5111183e-04,-5.7251829e-04,-5.5111183e-04,2.0891135e+00,-5.6779312e-04,-5.7251829e-04,-5.6779312e-04,2.0890851e+00,2.0891072e+00
4.0000000e+02,9.3193958e+01,2.1545115e+00,-5.6430269e-04,-5.8585623e-04,-5.6430269e-04,2.1545020e+00,-5.8104967e-04,-5.8585623e-04,-5.8104967e-04,2.1544735e+00,2.1544957e+00
4.0000000e+02,1.1513954e+02,2.2152867e+00,-5.7555765e-04,-5.9723138e-04,-5.7555765e-04,2.2152771e+00,-5.9235684e-04,-5.9723138e-04,-5.9235684e-04,2.2152485e+00,2.2152708e+00
4.0000000e+02,1.4225293e+02,2.2719192e+00,-5.8507659e-04,-6.0684832e-04,-5.8507659e-04,2.2719095e+00,-6.0191734e-04,-6.0684832e-04,-6.0191734e-04,2.2718807e+00,2.2719031e+00
4.0000000e+02,1.7575106e+02,2.3248761e+00,-5.9306697e-04,-6.1491849e-04,-5.9306697e-04,2.3248663e+00,-6.0994085e-04,-6.1491849e-04,-6.0994085e-04,2.3248375e+00,2.3248600e+00
4.0000000e+02,2.1713743e+02,2.3745859e+00,-5.9973175e-04,-6.2164815e-04,-5.9973175e-04,2.3745760e+00,-6.1663209e-04,-6.2164815e-04,-6.1663209e-04,2.3745471e+00,2.3745697e+00
4.0000000e+02,2.6826958e+02,2.4214106e+00,-6.0526126e-04,-6.2723037e-04,-6.0526126e-04,2.4214007e+00,-6.2218278e-04,-6.2723037e-04,-6.2218278e-04,2.4213717e+00,2.4213943e+00
4.0000000e+02,3.3144247e+02,2.4656273e+00,-6.0982854e-04,-6.3184043e-04,-6.0982854e-04,2.4656174e+00,-6.2676703e-04,-6.3184043e-04,-6.2676703e-04,2.4655884e+00,2.4656110e+00
4.0000000e+02,4.0949151e+02,2.5074193e+00,-6.1358714e-04,-6.3563374e-04,-6.1358714e-04,2.5074093e+00,-6.3053925e-04,-6.3563374e-04,-6.3053925e-04,2.5073803e+00,2.5074030e+00
4.0000000e+02,5.0591975e+02,2.5468774e+00,-6.1667085e-04,-6.3874560e-04,-6.1667085e-04,2.5468674e+00,-6.3363391e-04,-6.3874560e-04,-6.3363391e-04,2.5468383e+00,2.5468610e+00
4.0000000e+02,6.2505519e+02,2.5840117e+00,-6.1919452e-04,-6.4129209e-04,-6.1919452e-04,2.5840017e+00,-6.3616639e-04,-6.4129209e-04,-6.3616639e-04,2.5839726e+00,2.5839953e+00
4.0000000e+02,7.7224499e+02,2.6187716e+00,-6.2125563e-04,-6.4337169e-04,-6.2125563e-04,2.6187615e+00,-6.3823460e-04,-6.4337169e-04,-6.3823460e-04,2.6187324e+00,2.6187552e+00
4.0000000e+02,9.5409548e+02,2.6510711e+00,-6.2293614e-04,-6.4506717e-04,-6.2293614e-04,2.6510611e+00,-6.3992083e-04,-6.4506717e-04,-6.3992083e-04,2.6510320e+00,2.6510547e+00
4.0000000e+02,1.1787686e+03,2.6808174e+00,-6.2430445e-04,-6.4644762e-04,-6.2430445e-04,2.6808073e+00,-6.4129375e-04,-6.4644762e-04,-6.4129375e-04,2.6807782e+00,2.6808010e+00
4.0000000e+02,1.4563485e+03,2.7079359e+00,-6.2541731e-04,-6.4757031e-04,-6.2541731e-04,2.7079257e+00,-6.4241034e-04,-6.4757031e-04,-6.4241034e-04,2.7078966e+00,2.7079194e+00
4.0000000e+02,1.7992936e+03,2.7323908e+00,-6.2632160e-04,-6.4848255e-04,-6.2632160e-04,2.7323806e+00,-6.4331764e-04,-6.4848255e-04,-6.4331764e-04,2.7323515e+00,2.7323743e+00
4.0000000e+02,2.2229965e+03,2.7541978e+00,-6.2705586e-04,-6.4922326e-04,-6.2705586e-04,2.7541877e+00,-6.4405432e-04,-6.4922326e-04,-6.4405432e-04,2.7541585e+00,2.7541813e+00
4.0000000e+02,2.7464741e+03,2.7734281e+00,-6.2765170e-04,-6.4982431e-04,-6.2765170e-04,2.7734180e+00,-6.4465213e-04,-6.4982431e-04,-6.4465213e-04,2.7733889e+00,2.7734117e+00
4.0000000e+02,3.3932218e+03,2.7902049e+00,-6.2813497e-04,-6.5031182e-04,-6.2813497e-04,2.7901948e+00,-6.4513700e-04,-6.5031182e-04,-6.4513700e-04,2.7901656e+00,2.7901884e+00
4.0000000e+02,4.1922674e+03,2.8046940e+00,-6.2852680e-04,-6.5070707e-04,-6.2852680e-04,2.8046838e+00,-6.4553011e-04,-6.5070707e-04,-6.4553011e-04,2.8046547e+00,2.8046775e+00
4.0000000e+02,5.1794747e+03,2.8170916e+00,-6.2884438e-04,-6.5102741e-04,-6.2884438e-04,2.8170815e+00,-6.4584873e-04,-6.5102741e-04,-6.4584873e-04,2.8170523e+00,2.8170751e+00
4.0000000e+02,6.3991523e+03,2.8276113e+00,-6.2910172e-04,-6.5128699e-04,-6.2910172e-04,2.8276012e+00,-6.4610690e-04,-6.5128699e-04,-6.4610690e-04,2.8275720e+00,2.8275948e+00
4.0000000e+02,7.9060432e+03,2.8364716e+00,-6.2931019e-04,-6.5149728e-04,-6.2931019e-04,2.8364615e+00,-6.4631606e-04,-6.5149728e-04,-6.4631606e-04,2.8364323e+00,2.8364551e+00
4.0000000e+02,9.7677811e+03,2.8438861e+00,-6.2947906e-04,-6.5166761e-04,-6.2947906e-04,2.8438760e+00,-6.4648547e-04,-6.5166761e-04,-6.4648547e-04,2.8438468e+00,2.8438696e+00
4.0000000e+02,1.2067926e+04,2.8500563e+00,-6.2961581e-04,-6.5180556e-04,-6.2961581e-04,2.8500461e+00,-6.4662267e-04,-6.5180556e-04,-6.4662267e-04,2.8500169e+00,2.8500398e+00
4.0000000e+02,1.4909717e+04,2.8551665e+00,-6.2972656e-04,-6.5191726e-04,-6.2972656e-04,2.8551563e+00,-6.4673378e-04,-6.5191726e-04,-6.4673378e-04,2.8551272e+00,2.8551500e+00
4.0000000e+02,1.8420700e+04,2.8593819e+00,-6.2981623e-04,-6.5200771e-04,-6.2981623e-04,2.8593718e+00,-6.4682374e-04,-6.5200771e-04,-6.4682374e-04,2.8593426e+00,2.8593654e+00
4.0000000e+02,2.2758459e+04,2.8628476e+00,-6.2988883e-04,-6.5208094e-04,-6.2988883e-04,2.8628374e+00,-6.4689658e-04,-6.5208094e-04,-6.4689658e-04,2.8628082e+00,2.8628311e+00
4.0000000e+02,2.8117687e+04,2.8656888e+00,-6.2994761e-04,-6.5214023e-04,-6.2994761e-04,2.8656786e+00,-6.4695555e-04,-6.5214023e-04,-6.4695555e-04,2.8656494e+00,2.8656723e+00
4.0000000e+02,3.4738921e+04,2.8680126e+00,-6.2999520e-04,-6.5218823e-04,-6.2999520e-04,2.8680024e+00,-6.4700329e-04,-6.5218823e-04,-6.4700329e-04,2.8679733e+00,2.8679961e+00
4.0000000e+02,4.2919343e+04,2.8699097e+00,-6.3003372e-04,-6.5222709e-04,-6.3003372e-04,2.8698995e+00,-6.4704193e-04,-6.5222709e-04,-6.4704193e-04,2.8698704e+00,2.8698932e+00
4.0000000e+02,5.3026113e+04,2.8714559e+00,-6.3006490e-04,-6.5225854e-04,-6.3006490e-04,2.8714457e+00,-6.4707322e-04,-6.5225854e-04,-6.4707322e-04,2.8714166e+00,2.8714394e+00
4.0000000e+02,6.5512856e+04,2.8727145e+00,-6.3009015e-04,-6.5228401e-04,-6.3009015e-04,2.8727044e+00,-6.4709854e-04,-6.5228401e-04,-6.4709854e-04,2.8726752e+00,2.8726980e+00
4.0000000e+02,8.0940012e+04,2.8737380e+00,-6.3011058e-04,-6.5230462e-04,-6.3011058e-04,2.8737278e+00,-6.4711904e-04,-6.5230462e-04,-6.4711904e-04,2.8736986e+00,2.8737215e+00
4.0000000e+02,1.0000000e+05,2.8745695e+00,-6.3012712e-04,-6.5232130e-04,-6.3012712e-04,2.8745593e+00,-6.4713564e-04,-6.5232130e-04,-6.4713564e-04,2.8745301e+00,2.8745530e+00
4.5000000e+02,3.1622777e+00,6.3224504e-01,-1.6697140e-04,-1.7800251e-04,-1.6697140e-04,6.3224148e-01,-1.7649380e-04,-1.7800251e-04,-1.7649380e-04,6.3222328e-01,6.3223660e-01
4.5000000e+02,3.9069399e+00,7.1666716e-01,-1.8948669e-04,-2.0153018e-04,-1.8948669e-04,7.1666321e-01,-1.9979751e-04,-2.0153018e-04,-1.9979751e-04,7.1664391e-01,7.1665809e-01
4.5000000e+02,4.8269574e+00,8.0569668e-01,-2.1341143e-04,-2.2642730e-04,-2.1341143e-04,8.0569231e-01,-2.2445840e-04,-2.2642730e-04,-2.2445840e-04,8.0567202e-01,8.0568701e-01
4.5000000e+02,5.9636233e+00,8.9829933e-01,-2.3850449e-04,-2.5243519e-04,-2.3850449e-04,8.9829454e-01,-2.5022242e-04,-2.5243519e-04,-2.5022242e-04,8.9827338e-01,8.9828908e-01
4.5000000e+02,7.3679546e+00,9.9329375e-01,-2.6445580e-04,-2.7923029e-04,-2.6445580e-04,9.9328854e-01,-2.7677123e-04,-2.7923029e-04,-2.7677123e-04,9.9326662e-01,9.9328297e-01
4.5000000e+02,9.1029818e+00,1.0894099e+00,-2.9089117e-04,-3.0642953e-04,-2.9089117e-04,1.0894043e+00,-3.0372722e-04,-3.0642953e-04,-3.0372722e-04,1.0893817e+00,1.0893987e+00
4.5000000e+02,1.1246578e+01,1.1853573e+00,-3.1738619e-04,-3.3360424e-04,-3.1738619e-04,1.1853512e+00,-3.3066688e-04,-3.3360424e-04,-3.3066688e-04,1.1853281e+00,1.1853455e+00
4.5000000e+02,1.3894955e+01,1.2798959e+00,-3.4348959e-04,-3.6030304e-04,-3.4348959e-04,1.2798894e+00,-3.5714330e-04,-3.6030304e-04,-3.5714330e-04,1.2798658e+00,1.2798837e+00
4.5000000e+02,1.7166979e+01,1.3719042e+00,-3.6875388e-04,-3.8608172e-04,-3.6875388e-04,1.3718974e+00,-3.8271578e-04,-3.8608172e-04,-3.8271578e-04,1.3718734e+00,1.3718916e+00
4.5000000e+02,2.1209509e+01,1.4604351e+00,-3.9276875e-04,-4.1053569e-04,-3.9276875e-04,1.4604280e+00,-4.0698206e-04,-4.1053569e-04,-4.0698206e-04,1.4604036e+00,1.4604222e+00
4.5000000e+02,2.6203985e+01,1.5447556e+00,-4.1519125e-04,-4.3332918e-04,-4.1519125e-04,1.5447481e+00,-4.2960757e-04,-4.3332918e-04,-4.2960757e-04,1.5447235e+00,1.5447424e+00
4.5000000e+02,3.2374575e+01,1.6243655e+00,-4.3576736e-04,-4.5421605e-04,-4.3576736e-04,1.6243577e+00,-4.5034639e-04,-4.5421605e-04,-4.5034639e-04,1.6243329e+00,1.6243520e+00
4.5000000e+02,3.9998234e+01,1.6989962e+00,-4.5434194e-04,-4.7304913e-04,-4.5434194e-04,1.6989883e+00,-4.6905070e-04,-4.7304913e-04,-4.6905070e-04,1.6989632e+00,1.6989826e+00
4.5000000e+02,4.9417134e+01,1.7685918e+00,-4.7085679e-04,-4.8977776e-04,-4.7085679e-04,1.7685836e+00,-4.8566865e-04,-4.8977776e-04,-4.8566865e-04,1.7685584e+00,1.7685779e+00
4.5000000e+02,6.1054023e+01,1.8332756e+00,-4.8533889e-04,-5.0443586e-04,-4.8533889e-04,1.8332673e+00,-5.0023257e-04,-5.0443586e-04,-5.0023257e-04,1.8332419e+00,1.8332616e+00
4.5000000e+02,7.5431201e+01,1.8933105e+00,-4.9788283e-04,-5.1712418e-04,-4.9788283e-04,1.8933021e+00,-5.1284142e-04,-5.1712418e-04,-5.1284142e-04,1.8932765e+00,1.8932964e+00
4.5000000e+02,9.3193958e+01,1.9490544e+00,-5.0863086e-04,-5.2799030e-04,-5.0863086e-04,1.9490458e+00,-5.2364098e-04,-5.2799030e-04,-5.2364098e-04,1.9490201e+00,1.9490401e+00
4.5000000e+02,1.1513954e+02,2.0009172e+00,-5.1775393e-04,-5.3720975e-04,-5.1775393e-04,2.0009085e+00,-5.3280502e-04,-5.3720975e-04,-5.3280502e-04,2.0008828e+00,2.0009029e+00
4.5000000e+02,1.4225293e+02,2.0493218e+00,-5.2543558e-04,-5.4496992e-04,-5.2543558e-04,2.0493130e+00,-5.4051930e-04,-5.4496992e-04,-5.4051930e-04,2.0492872e+00,2.0493073e+00
4.5000000e+02,1.7575106e+02,2.0946690e+00,-5.3185947e-04,-5.5145769e-04,-5.3185947e-04,2.0946601e+00,-5.4696920e-04,-5.5145769e-04,-5.4696920e-04,2.0946343e+00,2.0946545e+00
4.5000000e+02,2.1713743e+02,2.1373105e+00,-5.3720070e-04,-5.5685084e-04,-5.3720070e-04,2.1373016e+00,-5.5233123e-04,-5.5685084e-04,-5.5233123e-04,2.1372757e+00,2.1372959e+00
4.5000000e+02,2.6826958e+02,2.1775285e+00,-5.4162043e-04,-5.6131272e-04,-5.4162043e-04,2.1775196e+00,-5.5676761e-04,-5.6131272e-04,-5.5676761e-04,2.1774936e+00,2.1775139e+00
4.5000000e+02,3.3144247e+02,2.2155240e+00,-5.4526305e-04,-5.6498955e-04,-5.4526305e-04,2.2155150e+00,-5.6042358e-04,-5.6498955e-04,-5.6042358e-04,2.2154891e+00,2.2155094e+00
4.5000000e+02,4.0949151e+02,2.2514143e+00,-5.4825529e-04,-5.6800954e-04,-5.4825529e-04,2.2514052e+00,-5.6342654e-04,-5.6800954e-04,-5.6342654e-04,2.2513793e+00,2.2513996e+00
4.5000000e+02,5.0591975e+02,2.2852392e+00,-5.5070658e-04,-5.7048333e-04,-5.5070658e-04,2.2852302e+00,-5.6588645e-04,-5.7048333e-04,-5.6588645e-04,2.2852042e+00,2.2852245e+00
4.5000000e+02,6.2505519e+02,2.3169764e+00,-5.5271024e-04,-5.7250522e-04,-5.5271024e-04,2.3169674e+00,-5.6789706e-04,-5.7250522e-04,-5.6789706e-04,2.3169413e+00,2.3169617e+00
4.5000000e+02,7.7224499e+02,2.3465618e+00,-5.5434502e-04,-5.7415477e-04,-5.5434502e-04,2.3465527e+00,-5.6953742e-04,-5.7415477e-04,-5.6953742e-04,2.3465267e+00,2.3465471e+00
4.5000000e+02,9.5409548e+02,2.3739142e+00,-5.5567683e-04,-5.7549854e-04,-5.5567683e-04,2.3739051e+00,-5.7087374e-04,-5.7549854e-04,-5.7087374e-04,2.3738790e+00,2.3738994e+00
4.5000000e+02,1.1787686e+03,2.3989591e+00,-5.5676050e-04,-5.7659191e-04,-5.5676050e-04,2.3989500e+00,-5.7196105e-04,-5.7659191e-04,-5.7196105e-04,2.3989240e+00,2.3989444e+00
4.5000000e+02,1.4563485e+03,2.4216495e+00,-5.5764138e-04,-5.7748064e-04,-5.5764138e-04,2.4216404e+00,-5.7284487e-04,-5.7748064e-04,-5.7284487e-04,2.4216143e+00,2.4216347e+00
4.5000000e+02,1.7992936e+03,2.4419795e+00,-5.5835685e-04,-5.7820246e-04,-5.5835685e-04,2.4419704e+00,-5.7356272e-04,-5.7820246e-04,-5.7356272e-04,2.4419443e+00,2.4419648e+00
4.5000000e+02,2.2229965e+03,2.4599919e+00,-5.5893758e-04,-5.7878835e-04,-5.5893758e-04,2.4599828e+00,-5.7414537e-04,-5.7878835e-04,-5.7414537e-04,2.4599567e+00,2.4599771e+00
4.5000000e+02,2.7464741e+03,2.4757771e+00,-5.5940870e-04,-5.7926363e-04,-5.5940870e-04,2.4757679e+00,-5.7461804e-04,-5.7926363e-04,-5.7461804e-04,2.4757419e+00,2.4757623e+00
4.5000000e+02,3.3932218e+03,2.4894674e+00,-5.5979074e-04,-5.7964904e-04,-5.5979074e-04,2.4894582e+00,-5.7500132e-04,-5.7964904e-04,-5.7500132e-04,2.4894321e+00,2.4894526e+00
4.5000000e+02,4.1922674e+03,2.5012268e+00,-5.6010042e-04,-5.7996145e-04,-5.6010042e-04,2.5012177e+00,-5.7531202e-04,-5.7996145e-04,-5.7531202e-04,2.5011916e+00,2.5012120e+00
4.5000000e+02,5.1794747e+03,2.5112396e+00,-5.6035137e-04,-5.8021462e-04,-5.6035137e-04,2.5112304e+00,-5.7556380e-04,-5.8021462e-04,-5.7556380e-04,2.5112043e+00,2.5112248e+00
4.5000000e+02,6.3991523e+03,2.5196987e+00,-5.6055470e-04,-5.8041973e-04,-5.6055470e-04,2.5196895e+00,-5.7576779e-04,-5.8041973e-04,-5.7576779e-04,2.5196634e+00,2.5196839e+00
4.5000000e+02,7.9060432e+03,2.5267963e+00,-5.6071940e-04,-5.8058589e-04,-5.6071940e-04,2.5267872e+00,-5.7593303e-04,-5.8058589e-04,-5.7593303e-04,2.5267611e+00,2.5267815e+00
4.5000000e+02,9.7677811e+03,2.5327162e+00,-5.6085280e-04,-5.8072046e-04,-5.6085280e-04,2.5327071e+00,-5.7606686e-04,-5.8072046e-04,-5.7606686e-04,2.5326810e+00,2.5327014e+00
4.5000000e+02,1.2067926e+04,2.5376288e+00,-5.6096083e-04,-5.8082943e-04,-5.6096083e-04,2.5376196e+00,-5.7617524e-04,-5.8082943e-04,-5.7617524e-04,2.5375935e+00,2.5376140e+00
4.5000000e+02,1.4909717e+04,2.5416878e+00,-5.6104830e-04,-5.8091768e-04,-5.6104830e-04,2.5416786e+00,-5.7626299e-04,-5.8091768e-04,-5.7626299e-04,2.5416525e+00,2.5416730e+00
4.5000000e+02,1.8420700e+04,2.5450294e+00,-5.6111913e-04,-5.8098912e-04,-5.6111913e-04,2.5450202e+00,-5.7633405e-04,-5.8098912e-04,-5.7633405e-04,2.5449941e+00,2.5450146e+00
4.5000000e+02,2.2758459e+04,2.5477720e+00,-5.6117647e-04,-5.8104697e-04,-5.6117647e-04,2.5477629e+00,-5.7639158e-04,-5.8104697e-04,-5.7639158e-04,2.5477368e+00,2.5477572e+00
4.5000000e+02,2.8117687e+04,2.5500174e+00,-5.6122290e-04,-5.8109380e-04,-5.6122290e-04,2.5500082e+00,-5.7643815e-04,-5.8109380e-04,-5.7643815e-04,2.5499821e+00,2.5500026e+00
4.5000000e+02,3.4738921e+04,2.5518518e+00,-5.6126048e-04,-5.8113171e-04,-5.6126048e-04,2.5518426e+00,-5.7647586e-04,-5.8113171e-04,-5.7647586e-04,2.5518165e+00,2.5518370e+00
4.5000000e+02,4.2919343e+04,2.5533479e+00,-5.6129090e-04,-5.8116240e-04,-5.6129090e-04,2.5533387e+00,-5.7650638e-04,-5.8116240e-04,-5.7650638e-04,2.5533126e+00,2.5533331e+00
4.5000000e+02,5.3026113e+04,2.5545664e+00,-5.6131553e-04,-5.8118725e-04,-5.6131553e-04,2.5545572e+00,-5.7653109e-04,-5.8118725e-04,-5.7653109e-04,2.5545311e+00,2.5545516e+00
4.5000000e+02,6.5512856e+04,2.5555576e+00,-5.6133547e-04,-5.8120736e-04,-5.6133547e-04,2.5555484e+00,-5.7655109e-04,-5.8120736e-04,-5.7655109e-04,2.5555223e+00,2.5555428e+00
4.5000000e+02,8.0940012e+04,2.5563632e+00,-5.6135160e-04,-5.8122364e-04,-5.6135160e-04,2.5563540e+00,-5.7656728e-04,-5.8122364e-04,-5.7656728e-04,2.5563279e+00,2.5563484e+00
4.5000000e+02,1.0000000e+05,2.5570174e+00,-5.6136467e-04,-5.8123681e-04,-5.6136467e-04,2.5570082e+00,-5.7658038e-04,-5.8123681e-04,-5.7658038e-04,2.5569821e+00,2.5570026e+00
5.0000000e+02,3.1622777e+00,6.0763866e-01,-1.6061572e-04,-1.7104773e-04,-1.6061572e-04,6.0763526e-01,-1.6958480e-04,-1.7104773e-04,-1.6958480e-04,6.0761827e-01,6.0763073e-01
5.0000000e+02,3.9069399e+00,6.8593031e-01,-1.8158242e-04,-1.9291524e-04,-1.8158242e-04,6.8592655e-01,-1.9124347e-04,-1.9291524e-04,-1.9124347e-04,6.8590861e-01,6.8592182e-01
5.0000000e+02,4.8269574e+00,7.6792336e-01,-2.0371822e-04,-2.1590756e-04,-2.0371822e-04,7.6791921e-01,-2.1401771e-04,-2.1590756e-04,-2.1401771e-04,7.6790044e-01,7.6791433e-01
5.0000000e+02,5.9636233e+00,8.5261257e-01,-2.2677400e-04,-2.3976136e-04,-2.2677400e-04,8.5260803e-01,-2.3764869e-04,-2.3976136e-04,-2.3764869e-04,8.5258852e-01,8.5260304e-01
5.0000000e+02,7.3679546e+00,9.3888519e-01,-2.5043969e-04,-2.6415637e-04,-2.5043969e-04,9.3888027e-01,-2.6182102e-04,-2.6415637e-04,-2.6182102e-04,9.3886012e-01,9.3887519e-01
5.0000000e+02,9.1029818e+00,1.0255786e+00,-2.7435264e-04,-2.8872393e-04,-2.7435264e-04,1.0255733e+00,-2.8617092e-04,-2.8872393e-04,-2.8617092e-04,1.0255526e+00,1.0255682e+00
5.0000000e+02,1.1246578e+01,1.1115438e+00,-2.9811453e-04,-3.1306379e-04,-2.9811453e-04,1.1115381e+00,-3.1030256e-04,-3.1306379e-04,-3.1030256e-04,1.1115170e+00,1.1115330e+00
5.0000000e+02,1.3894955e+01,1.1957090e+00,-3.2131629e-04,-3.3676834e-04,-3.2131629e-04,1.1957030e+00,-3.3381200e-04,-3.3676834e-04,-3.3381200e-04,1.1956814e+00,1.1956978e+00
5.0000000e+02,1.7166979e+01,1.2771361e+00,-3.4356758e-04,-3.5945140e-04,-3.4356758e-04,1.2771297e+00,-3.5631574e-04,-3.5945140e-04,-3.5631574e-04,1.2771079e+00,1.2771246e+00
5.0000000e+02,2.1209509e+01,1.3550643e+00,-3.6452617e-04,-3.8077665e-04,-3.6452617e-04,1.3550577e+00,-3.7747910e-04,-3.8077665e-04,-3.7747910e-04,1.3550355e+00,1.3550525e+00
5.0000000e+02,2.6203985e+01,1.4289370e+00,-3.8392167e-04,-4.0048059e-04,-3.8392167e-04,1.4289301e+00,-3.9703923e-04,-4.0048059e-04,-3.9703923e-04,1.4289077e+00,1.4289249e+00
5.0000000e+02,3.2374575e+01,1.4984092e+00,-4.0156989e-04,-4.1838626e-04,-4.0156989e-04,1.4984021e+00,-4.1481895e-04,-4.1838626e-04,-4.1481895e-04,1.4983795e+00,1.4983969e+00
5.0000000e+02,3.9998234e+01,1.5633382e+00,-4.1737618e-04,-4.3440607e-04,-4.1737618e-04,1.5633309e+00,-4.3072986e-04,-4.3440607e-04,-4.3072986e-04,1.5633081e+00,1.5633257e+00
5.0000000e+02,4.9417134e+01,1.6237592e+00,-4.3132884e-04,-4.4853491e-04,-4.3132884e-04,1.6237518e+00,-4.4476553e-04,-4.4853491e-04,-4.4476553e-04,1.6237288e+00,1.6237466e+00
5.0000000e+02,6.1054023e+01,1.6798521e+00,-4.4348538e-04,-4.6083621e-04,-4.4348538e-04,1.6798445e+00,-4.5698790e-04,-4.6083621e-04,-4.5698790e-04,1.6798214e+00,1.6798393e+00
5.0000000e+02,7.5431201e+01,1.7319022e+00,-4.5395518e-04,-4.7142459e-04,-4.5395518e-04,1.7318945e+00,-4.6750992e-04,-4.7142459e-04,-4.6750992e-04,1.7318713e+00,1.7318893e+00
5.0000000e+02,9.3193958e+01,1.7802613e+00,-4.6288169e-04,-4.8044798e-04,-4.6288169e-04,1.7802534e+00,-4.7647788e-04,-4.8044798e-04,-4.7647788e-04,1.7802302e+00,1.7802483e+00
5.0000000e+02,1.1513954e+02,1.8253095e+00,-4.7042644e-04,-4.8807172e-04,-4.7042644e-04,1.8253016e+00,-4.8405560e-04,-4.8807172e-04,-4.8405560e-04,1.8252783e+00,1.8252964e+00
5.0000000e+02,1.4225293e+02,1.8674222e+00,-4.7675617e-04,-4.9446577e-04,-4.7675617e-04,1.8674142e+00,-4.9041160e-04,-4.9446577e-04,-4.9041160e-04,1.8673908e+00,1.8674090e+00
5.0000000e+02,1.7575106e+02,1.9069417e+00,-4.8203335e-04,-4.9979524e-04,-4.8203335e-04,1.9069337e+00,-4.9570975e-04,-4.9979524e-04,-4.9570975e-04,1.9069103e+00,1.9069286e+00
5.0000000e+02,2.1713743e+02,1.9441561e+00,-4.8640994e-04,-5.0421431e-04,-4.8640994e-04,1.9441480e+00,-5.0010310e-04,-5.0421431e-04,-5.0010310e-04,1.9441245e+00,1.9441428e+00
5.0000000e+02,2.6826958e+02,1.9792842e+00,-4.9002376e-04,-5.0786262e-04,-4.9002376e-04,1.9792761e+00,-5.0373035e-04,-5.0786262e-04,-5.0373035e-04,1.9792526e+00,1.9792710e+00
5.0000000e+02,3.3144247e+02,2.0124700e+00,-4.9299693e-04,-5.1086376e-04,-4.9299693e-04,2.0124618e+00,-5.0671430e-04,-5.1086376e-04,-5.0671430e-04,2.0124383e+00,2.0124567e+00
5.0000000e+02,4.0949151e+02,2.0437837e+00,-4.9543571e-04,-5.1332522e-04,-4.9543571e-04,2.0437755e+00,-5.0916173e-04,-5.1332522e-04,-5.0916173e-04,2.0437519e+00,2.0437704e+00
5.0000000e+02,5.0591975e+02,2.0732320e+00,-4.9743121e-04,-5.1533912e-04,-4.9743121e-04,2.0732238e+00,-5.1116420e-04,-5.1533912e-04,-5.1116420e-04,2.0732002e+00,2.0732186e+00
5.0000000e+02,6.2505519e+02,2.1007744e+00,-4.9906073e-04,-5.1698353e-04,-4.9906073e-04,2.1007661e+00,-5.1279933e-04,-5.1698353e-04,-5.1279933e-04,2.1007426e+00,2.1007610e+00
5.0000000e+02,7.7224499e+02,2.1263438e+00,-5.0038918e-04,-5.1832405e-04,-5.0038918e-04,2.1263356e+00,-5.1413230e-04,-5.1832405e-04,-5.1413230e-04,2.1263120e+00,2.1263304e+00
5.0000000e+02,9.5409548e+02,2.1498688e+00,-5.0147073e-04,-5.1941538e-04,-5.0147073e-04,2.1498606e+00,-5.1521749e-04,-5.1941538e-04,-5.1521749e-04,2.1498370e+00,2.1498555e+00
