# Created by auto-kappa
# 3ph scattering  : ./mp-22862/cube/kappa_fd_20x20x20/NaCl.result
# Isotope      : ./mp-22862/cube/kappa_fd_20x20x20/NaCl.self_isotope
# Temperature [K] : 50.00 to 1000.00
# Grain size [nm] : 3.16 to 100000.00
temperature[K],grain_size[nm],kxx[W/mK],kxy[W/mK],kxz[W/mK],kyx[W/mK],kyy[W/mK],kyz[W/mK],kzx[W/mK],kzy[W/mK],kzz[W/mK],kave[W/mK]
1.5000000e+02,1.4225293e+02,5.0948708e+00,-1.3153578e-03,-1.3642298e-03,-1.3153578e-03,5.0948531e+00,-1.3540816e-03,-1.3642298e-03,-1.3540816e-03,5.0947926e+00,5.0948388e+00
1.5000000e+02,1.7575106e+02,5.3004535e+00,-1.3601833e-03,-1.4095173e-03,-1.3601833e-03,5.3004354e+00,-1.3991479e-03,-1.4095173e-03,-1.3991479e-03,5.3003746e+00,5.3004212e+00
1.5000000e+02,2.1713743e+02,5.4926252e+00,-1.3993073e-03,-1.4490204e-03,-1.3993073e-03,5.4926068e+00,-1.4384648e-03,-1.4490204e-03,-1.4384648e-03,5.4925456e+00,5.4925925e+00
1.5000000e+02,2.6826958e+02,5.6722045e+00,-1.4330547e-03,-1.4830780e-03,-1.4330547e-03,5.6721858e+00,-1.4723667e-03,-1.4830780e-03,-1.4723667e-03,5.6721244e+00,5.6721716e+00
1.5000000e+02,3.3144247e+02,5.8402307e+00,-1.4618657e-03,-1.5121423e-03,-1.4618657e-03,5.8402118e+00,-1.5013017e-03,-1.5121423e-03,-1.5013017e-03,5.8401501e+00,5.8401975e+00
1.5000000e+02,4.0949151e+02,5.9978462e+00,-1.4862445e-03,-1.5367276e-03,-1.4862445e-03,5.9978272e+00,-1.5257799e-03,-1.5367276e-03,-1.5257799e-03,5.9977652e+00,5.9978129e+00
1.5000000e+02,5.0591975e+02,6.1461902e+00,-1.5067168e-03,-1.5573679e-03,-1.5067168e-03,6.1461710e+00,-1.5463321e-03,-1.5573679e-03,-1.5463321e-03,6.1461090e+00,6.1461567e+00
1.5000000e+02,6.2505519e+02,6.2863052e+00,-1.5237985e-03,-1.5745861e-03,-1.5237985e-03,6.2862858e+00,-1.5634779e-03,-1.5745861e-03,-1.5634779e-03,6.2862236e+00,6.2862715e+00
1.5000000e+02,7.7224499e+02,6.4190614e+00,-1.5379745e-03,-1.5888730e-03,-1.5379745e-03,6.4190420e+00,-1.5777055e-03,-1.5888730e-03,-1.5777055e-03,6.4189796e+00,6.4190277e+00
1.5000000e+02,9.5409548e+02,6.5451039e+00,-1.5496863e-03,-1.6006748e-03,-1.5496863e-03,6.5450844e+00,-1.5894589e-03,-1.6006748e-03,-1.5894589e-03,6.5450220e+00,6.5450701e+00
1.5000000e+02,1.1787686e+03,6.6648243e+00,-1.5593262e-03,-1.6103878e-03,-1.5593262e-03,6.6648047e+00,-1.5991323e-03,-1.6103878e-03,-1.5991323e-03,6.6647422e+00,6.6647904e+00
1.5000000e+02,1.4563485e+03,6.7783617e+00,-1.5672364e-03,-1.6183572e-03,-1.5672364e-03,6.7783421e+00,-1.6070695e-03,-1.6183572e-03,-1.6070695e-03,6.7782796e+00,6.7783278e+00
1.5000000e+02,1.7992936e+03,6.8856329e+00,-1.5737108e-03,-1.6248796e-03,-1.5737108e-03,6.8856133e+00,-1.6135657e-03,-1.6248796e-03,-1.6135657e-03,6.8855507e+00,6.8855990e+00
1.5000000e+02,2.2229965e+03,6.9863881e+00,-1.5789991e-03,-1.6302068e-03,-1.5789991e-03,6.9863684e+00,-1.6188716e-03,-1.6302068e-03,-1.6188716e-03,6.9863057e+00,6.9863541e+00
1.5000000e+02,2.7464741e+03,7.0802849e+00,-1.5833112e-03,-1.6345504e-03,-1.5833112e-03,7.0802652e+00,-1.6231979e-03,-1.6345504e-03,-1.6231979e-03,7.0802025e+00,7.0802509e+00
1.5000000e+02,3.3932218e+03,7.1669701e+00,-1.5868224e-03,-1.6380872e-03,-1.5868224e-03,7.1669504e+00,-1.6267207e-03,-1.6380872e-03,-1.6267207e-03,7.1668876e+00,7.1669360e+00
1.5000000e+02,4.1922674e+03,7.2461553e+00,-1.5896783e-03,-1.6409638e-03,-1.5896783e-03,7.2461356e+00,-1.6295859e-03,-1.6409638e-03,-1.6295859e-03,7.2460728e+00,7.2461213e+00
1.5000000e+02,5.1794747e+03,7.3176778e+00,-1.5919991e-03,-1.6433013e-03,-1.5919991e-03,7.3176580e+00,-1.6319141e-03,-1.6433013e-03,-1.6319141e-03,7.3175952e+00,7.3176436e+00
1.5000000e+02,6.3991523e+03,7.3815367e+00,-1.5938835e-03,-1.6451993e-03,-1.5938835e-03,7.3815169e+00,-1.6338046e-03,-1.6451993e-03,-1.6338046e-03,7.3814542e+00,7.3815026e+00
1.5000000e+02,7.9060432e+03,7.4379053e+00,-1.5954128e-03,-1.6467395e-03,-1.5954128e-03,7.4378855e+00,-1.6353388e-03,-1.6467395e-03,-1.6353388e-03,7.4378227e+00,7.4378711e+00
1.5000000e+02,9.7677811e+03,7.4871185e+00,-1.5966532e-03,-1.6479888e-03,-1.5966532e-03,7.4870986e+00,-1.6365832e-03,-1.6479888e-03,-1.6365832e-03,7.4870359e+00,7.4870843e+00
1.5000000e+02,1.2067926e+04,7.5296447e+00,-1.5976589e-03,-1.6490016e-03,-1.5976589e-03,7.5296249e+00,-1.6375921e-03,-1.6490016e-03,-1.6375921e-03,7.5295621e+00,7.5296105e+00
1.5000000e+02,1.4909717e+04,7.5660477e+00,-1.5984740e-03,-1.6498226e-03,-1.5984740e-03,7.5660278e+00,-1.6384098e-03,-1.6498226e-03,-1.6384098e-03,7.5659651e+00,7.5660135e+00
1.5000000e+02,1.8420700e+04,7.5969460e+00,-1.5991345e-03,-1.6504878e-03,-1.5991345e-03,7.5969262e+00,-1.6390724e-03,-1.6504878e-03,-1.6390724e-03,7.5968634e+00,7.5969119e+00
1.5000000e+02,2.2758459e+04,7.6229763e+00,-1.5996696e-03,-1.6510267e-03,-1.5996696e-03,7.6229564e+00,-1.6396092e-03,-1.6510267e-03,-1.6396092e-03,7.6228936e+00,7.6229421e+00
1.5000000e+02,2.8117687e+04,7.6447626e+00,-1.6001030e-03,-1.6514633e-03,-1.6001030e-03,7.6447428e+00,-1.6400440e-03,-1.6514633e-03,-1.6400440e-03,7.6446800e+00,7.6447285e+00
1.5000000e+02,3.4738921e+04,7.6628948e+00,-1.6004541e-03,-1.6518168e-03,-1.6004541e-03,7.6628750e+00,-1.6403962e-03,-1.6518168e-03,-1.6403962e-03,7.6628122e+00,7.6628607e+00
1.5000000e+02,4.2919343e+04,7.6779137e+00,-1.6007383e-03,-1.6521031e-03,-1.6007383e-03,7.6778938e+00,-1.6406814e-03,-1.6521031e-03,-1.6406814e-03,7.6778310e+00,7.6778795e+00
1.5000000e+02,5.3026113e+04,7.6903036e+00,-1.6009685e-03,-1.6523349e-03,-1.6009685e-03,7.6902837e+00,-1.6409123e-03,-1.6523349e-03,-1.6409123e-03,7.6902209e+00,7.6902694e+00
1.5000000e+02,6.5512856e+04,7.7004901e+00,-1.6011549e-03,-1.6525226e-03,-1.6011549e-03,7.7004703e+00,-1.6410992e-03,-1.6525226e-03,-1.6410992e-03,7.7004075e+00,7.7004560e+00
1.5000000e+02,8.0940012e+04,7.7088416e+00,-1.6013057e-03,-1.6526745e-03,-1.6013057e-03,7.7088218e+00,-1.6412506e-03,-1.6526745e-03,-1.6412506e-03,7.7087589e+00,7.7088074e+00
1.5000000e+02,1.0000000e+05,7.7156726e+00,-1.6014279e-03,-1.6527975e-03,-1.6014279e-03,7.7156527e+00,-1.6413731e-03,-1.6527975e-03,-1.6413731e-03,7.7155899e+00,7.7156384e+00
2.0000000e+02,3.1622777e+00,7.8091754e-01,-2.0443855e-04,-2.1941042e-04,-2.0443855e-04,7.8091319e-01,-2.1769775e-04,-2.1941042e-04,-2.1769775e-04,7.8088693e-01,7.8090589e-01
2.0000000e+02,3.9069399e+00,9.1279385e-01,-2.3870594e-04,-2.5569822e-04,-2.3870594e-04,9.1278890e-01,-2.5366710e-04,-2.5569822e-04,-2.5366710e-04,9.1275990e-01,9.1278088e-01
2.0000000e+02,4.8269574e+00,1.0593750e+00,-2.7681606e-04,-2.9590763e-04,-2.7681606e-04,1.0593694e+00,-2.9351757e-04,-2.9590763e-04,-2.9351757e-04,1.0593377e+00,1.0593607e+00
2.0000000e+02,5.9636233e+00,1.2203139e+00,-3.1874528e-04,-3.3997358e-04,-3.1874528e-04,1.2203076e+00,-3.3718560e-04,-3.3997358e-04,-3.3718560e-04,1.2202734e+00,1.2202983e+00
2.0000000e+02,7.3679546e+00,1.3947715e+00,-3.6436778e-04,-3.8772534e-04,-3.6436778e-04,1.3947645e+00,-3.8450423e-04,-3.8772534e-04,-3.8450423e-04,1.3947279e+00,1.3947547e+00
2.0000000e+02,9.1029818e+00,1.5814014e+00,-4.1344124e-04,-4.3887577e-04,-4.1344124e-04,1.5813936e+00,-4.3519252e-04,-4.3887577e-04,-4.3519252e-04,1.5813549e+00,1.5813833e+00
2.0000000e+02,1.1246578e+01,1.7783708e+00,-4.6559215e-04,-4.9301025e-04,-4.6559215e-04,1.7783622e+00,-4.8884417e-04,-4.9301025e-04,-4.8884417e-04,1.7783216e+00,1.7783515e+00
2.0000000e+02,1.3894955e+01,1.9834208e+00,-5.2030352e-04,-5.4957742e-04,-5.2030352e-04,1.9834115e+00,-5.4491786e-04,-5.4957742e-04,-5.4491786e-04,1.9833691e+00,1.9834005e+00
2.0000000e+02,1.7166979e+01,2.1939651e+00,-5.7691003e-04,-6.0788643e-04,-5.7691003e-04,2.1939549e+00,-6.0273364e-04,-6.0788643e-04,-6.0273364e-04,2.1939111e+00,2.1939437e+00
2.0000000e+02,2.1209509e+01,2.4072196e+00,-6.3460696e-04,-6.6711679e-04,-6.3460696e-04,2.4072086e+00,-6.6148189e-04,-6.6711679e-04,-6.6148189e-04,2.4071635e+00,2.4071972e+00
2.0000000e+02,2.6203985e+01,2.6203542e+00,-6.9247825e-04,-7.2634618e-04,-6.9247825e-04,2.6203425e+00,-7.2025016e-04,-7.2634618e-04,-7.2025016e-04,2.6202962e+00,2.6203310e+00
2.0000000e+02,3.2374575e+01,2.8306508e+00,-7.4954539e-04,-7.8459807e-04,-7.4954539e-04,2.8306383e+00,-7.7807006e-04,-7.8459807e-04,-7.7807006e-04,2.8305911e+00,2.8306267e+00
2.0000000e+02,3.9998234e+01,3.0356513e+00,-8.0483298e-04,-8.4090550e-04,-8.0483298e-04,3.0356382e+00,-8.3398059e-04,-8.4090550e-04,-8.3398059e-04,3.0355901e+00,3.0356265e+00
2.0000000e+02,4.9417134e+01,3.2332801e+00,-8.5744126e-04,-8.9438163e-04,-8.5744126e-04,3.2332663e+00,-8.8709851e-04,-8.9438163e-04,-8.8709851e-04,3.2332176e+00,3.2332547e+00
2.0000000e+02,6.1054023e+01,3.4219281e+00,-9.0661275e-04,-9.4428450e-04,-9.0661275e-04,3.4219138e+00,-9.3668325e-04,-9.4428450e-04,-9.3668325e-04,3.4218645e+00,3.4219021e+00
2.0000000e+02,7.5431201e+01,3.6004927e+00,-9.5178115e-04,-9.9006429e-04,-9.5178115e-04,3.6004779e+00,-9.8218456e-04,-9.9006429e-04,-9.8218456e-04,3.6004280e+00,3.6004662e+00
2.0000000e+02,9.3193958e+01,3.7683728e+00,-9.9259494e-04,-1.0313858e-03,-9.9259494e-04,3.7683576e+00,-1.0232653e-03,-1.0313858e-03,-1.0232653e-03,3.7683073e+00,3.7683459e+00
2.0000000e+02,1.1513954e+02,3.9254268e+00,-1.0289148e-03,-1.0681250e-03,-1.0289148e-03,3.9254112e+00,-1.0597987e-03,-1.0681250e-03,-1.0597987e-03,3.9253605e+00,3.9253995e+00
2.0000000e+02,1.4225293e+02,4.0719019e+00,-1.0607894e-03,-1.1003445e-03,-1.0607894e-03,4.0718861e+00,-1.0918438e-03,-1.1003445e-03,-1.0918438e-03,4.0718351e+00,4.0718744e+00
2.0000000e+02,1.7575106e+02,4.2083476e+00,-1.0884174e-03,-1.1282552e-03,-1.0884174e-03,4.2083315e+00,-1.1196079e-03,-1.1282552e-03,-1.1196079e-03,4.2082802e+00,4.2083198e+00
2.0000000e+02,2.1713743e+02,4.3355211e+00,-1.1121042e-03,-1.1521732e-03,-1.1121042e-03,4.3355048e+00,-1.1434034e-03,-1.1521732e-03,-1.1434034e-03,4.3354533e+00,4.3354931e+00
2.0000000e+02,2.6826958e+02,4.4542956e+00,-1.1322203e-03,-1.1724779e-03,-1.1322203e-03,4.4542791e+00,-1.1636065e-03,-1.1724779e-03,-1.1636065e-03,4.4542275e+00,4.4542674e+00
2.0000000e+02,3.3144247e+02,4.5655740e+00,-1.1491656e-03,-1.1895768e-03,-1.1491656e-03,4.5655573e+00,-1.1806214e-03,-1.1895768e-03,-1.1806214e-03,4.5655056e+00,4.5655456e+00
2.0000000e+02,4.0949151e+02,4.6702133e+00,-1.1633416e-03,-1.2038777e-03,-1.1633416e-03,4.6701965e+00,-1.1948531e-03,-1.2038777e-03,-1.1948531e-03,4.6701446e+00,4.6701848e+00
2.0000000e+02,5.0591975e+02,4.7689627e+00,-1.1751321e-03,-1.2157697e-03,-1.1751321e-03,4.7689458e+00,-1.2066884e-03,-1.2157697e-03,-1.2066884e-03,4.7688938e+00,4.7689341e+00
2.0000000e+02,6.2505519e+02,4.8624170e+00,-1.1848909e-03,-1.2256109e-03,-1.1848909e-03,4.8624000e+00,-1.2164831e-03,-1.2256109e-03,-1.2164831e-03,4.8623479e+00,4.8623883e+00
2.0000000e+02,7.7224499e+02,4.9509885e+00,-1.1929356e-03,-1.2337224e-03,-1.1929356e-03,4.9509715e+00,-1.2245567e-03,-1.2337224e-03,-1.2245567e-03,4.9509193e+00,4.9509598e+00
2.0000000e+02,9.5409548e+02,5.0348994e+00,-1.1995450e-03,-1.2403861e-03,-1.1995450e-03,5.0348823e+00,-1.2311894e-03,-1.2403861e-03,-1.2311894e-03,5.0348301e+00,5.0348706e+00
2.0000000e+02,1.1787686e+03,5.1141952e+00,-1.2049604e-03,-1.2458454e-03,-1.2049604e-03,5.1141781e+00,-1.2366235e-03,-1.2458454e-03,-1.2366235e-03,5.1141258e+00,5.1141664e+00
2.0000000e+02,1.4563485e+03,5.1887781e+00,-1.2093874e-03,-1.2503081e-03,-1.2093874e-03,5.1887610e+00,-1.2410656e-03,-1.2503081e-03,-1.2410656e-03,5.1887087e+00,5.1887492e+00
2.0000000e+02,1.7992936e+03,5.2584555e+00,-1.2129997e-03,-1.2539492e-03,-1.2129997e-03,5.2584383e+00,-1.2446901e-03,-1.2539492e-03,-1.2446901e-03,5.2583860e+00,5.2584266e+00
2.0000000e+02,2.2229965e+03,5.3229971e+00,-1.2159427e-03,-1.2569157e-03,-1.2159427e-03,5.3229799e+00,-1.2476430e-03,-1.2569157e-03,-1.2476430e-03,5.3229276e+00,5.3229682e+00
2.0000000e+02,2.7464741e+03,5.3821924e+00,-1.2183376e-03,-1.2593295e-03,-1.2183376e-03,5.3821751e+00,-1.2500459e-03,-1.2593295e-03,-1.2500459e-03,5.3821228e+00,5.3821634e+00
2.0000000e+02,3.3932218e+03,5.4358988e+00,-1.2202844e-03,-1.2612916e-03,-1.2202844e-03,5.4358816e+00,-1.2519991e-03,-1.2612916e-03,-1.2519991e-03,5.4358292e+00,5.4358699e+00
2.0000000e+02,4.1922674e+03,5.4840768e+00,-1.2218657e-03,-1.2628854e-03,-1.2218657e-03,5.4840595e+00,-1.2535856e-03,-1.2628854e-03,-1.2535856e-03,5.4840071e+00,5.4840478e+00
2.0000000e+02,5.1794747e+03,5.5268055e+00,-1.2231493e-03,-1.2641790e-03,-1.2231493e-03,5.5267883e+00,-1.2548734e-03,-1.2641790e-03,-1.2548734e-03,5.5267359e+00,5.5267766e+00
2.0000000e+02,6.3991523e+03,5.5642827e+00,-1.2241906e-03,-1.2652285e-03,-1.2241906e-03,5.5642654e+00,-1.2559181e-03,-1.2652285e-03,-1.2559181e-03,5.5642130e+00,5.5642537e+00
2.0000000e+02,7.9060432e+03,5.5968089e+00,-1.2250350e-03,-1.2660795e-03,-1.2250350e-03,5.5967916e+00,-1.2567653e-03,-1.2660795e-03,-1.2567653e-03,5.5967392e+00,5.5967799e+00
2.0000000e+02,9.7677811e+03,5.6247637e+00,-1.2257196e-03,-1.2667693e-03,-1.2257196e-03,5.6247464e+00,-1.2574520e-03,-1.2667693e-03,-1.2574520e-03,5.6246940e+00,5.6247347e+00
2.0000000e+02,1.2067926e+04,5.6485775e+00,-1.2262743e-03,-1.2673284e-03,-1.2262743e-03,5.6485602e+00,-1.2580086e-03,-1.2673284e-03,-1.2580086e-03,5.6485078e+00,5.6485485e+00
2.0000000e+02,1.4909717e+04,5.6687040e+00,-1.2267237e-03,-1.2677813e-03,-1.2267237e-03,5.6686867e+00,-1.2584595e-03,-1.2677813e-03,-1.2584595e-03,5.6686343e+00,5.6686750e+00
2.0000000e+02,1.8420700e+04,5.6855964e+00,-1.2270878e-03,-1.2681482e-03,-1.2270878e-03,5.6855792e+00,-1.2588247e-03,-1.2681482e-03,-1.2588247e-03,5.6855267e+00,5.6855674e+00
2.0000000e+02,2.2758459e+04,5.6996896e+00,-1.2273827e-03,-1.2684454e-03,-1.2273827e-03,5.6996723e+00,-1.2591205e-03,-1.2684454e-03,-1.2591205e-03,5.6996199e+00,5.6996606e+00
2.0000000e+02,2.8117687e+04,5.7113870e+00,-1.2276215e-03,-1.2686860e-03,-1.2276215e-03,5.7113697e+00,-1.2593601e-03,-1.2686860e-03,-1.2593601e-03,5.7113172e+00,5.7113580e+00
2.0000000e+02,3.4738921e+04,5.7210536e+00,-1.2278148e-03,-1.2688809e-03,-1.2278148e-03,5.7210363e+00,-1.2595541e-03,-1.2688809e-03,-1.2595541e-03,5.7209839e+00,5.7210246e+00
2.0000000e+02,4.2919343e+04,5.7290128e+00,-1.2279714e-03,-1.2690387e-03,-1.2279714e-03,5.7289955e+00,-1.2597112e-03,-1.2690387e-03,-1.2597112e-03,5.7289431e+00,5.7289838e+00
2.0000000e+02,5.3026113e+04,5.7355461e+00,-1.2280982e-03,-1.2691664e-03,-1.2280982e-03,5.7355288e+00,-1.2598383e-03,-1.2691664e-03,-1.2598383e-03,5.7354764e+00,5.7355171e+00
2.0000000e+02,6.5512856e+04,5.7408953e+00,-1.2282008e-03,-1.2692699e-03,-1.2282008e-03,5.7408781e+00,-1.2599413e-03,-1.2692699e-03,-1.2599413e-03,5.7408256e+00,5.7408663e+00
2.0000000e+02,8.0940012e+04,5.7452659e+00,-1.2282839e-03,-1.2693536e-03,-1.2282839e-03,5.7452486e+00,-1.2600246e-03,-1.2693536e-03,-1.2600246e-03,5.7451961e+00,5.7452369e+00
2.0000000e+02,1.0000000e+05,5.7488306e+00,-1.2283511e-03,-1.2694213e-03,-1.2283511e-03,5.7488133e+00,-1.2600921e-03,-1.2694213e-03,-1.2600921e-03,5.7487609e+00,5.7488016e+00
2.5000000e+02,3.1622777e+00,7.5099041e-01,-1.9729326e-04,-2.1141071e-04,-1.9729326e-04,7.5098615e-01,-2.0972050e-04,-2.1141071e-04,-2.0972050e-04,7.5096154e-01,7.5097937e-01
2.5000000e+02,3.9069399e+00,8.7066938e-01,-2.2859866e-04,-2.4445410e-04,-2.2859866e-04,8.7066457e-01,-2.4246488e-04,-2.4445410e-04,-2.4246488e-04,8.7063771e-01,8.7065722e-01
2.5000000e+02,4.8269574e+00,1.0018100e+00,-2.6299230e-04,-2.8061538e-04,-2.6299230e-04,1.0018046e+00,-2.7829451e-04,-2.8061538e-04,-2.7829451e-04,1.0017756e+00,1.0017967e+00
2.5000000e+02,5.9636233e+00,1.1436686e+00,-3.0035938e-04,-3.1974264e-04,-3.0035938e-04,1.1436625e+00,-3.1706057e-04,-3.1974264e-04,-3.1706057e-04,1.1436315e+00,1.1436542e+00
2.5000000e+02,7.3679546e+00,1.2950936e+00,-3.4048841e-04,-3.6158748e-04,-3.4048841e-04,1.2950869e+00,-3.5851973e-04,-3.6158748e-04,-3.5851973e-04,1.2950541e+00,1.2950782e+00
2.5000000e+02,9.1029818e+00,1.4545478e+00,-3.8305925e-04,-4.0579597e-04,-3.8305925e-04,1.4545405e+00,-4.0232493e-04,-4.0579597e-04,-4.0232493e-04,1.4545060e+00,1.4545314e+00
2.5000000e+02,1.1246578e+01,1.6201615e+00,-4.2763376e-04,-4.5190178e-04,-4.2763376e-04,1.6201534e+00,-4.4801817e-04,-4.5190178e-04,-4.4801817e-04,1.6201176e+00,1.6201442e+00
2.5000000e+02,1.3894955e+01,1.7898152e+00,-4.7365337e-04,-4.9932552e-04,-4.7365337e-04,1.7898064e+00,-4.9502915e-04,-4.9932552e-04,-4.9502915e-04,1.7897693e+00,1.7897970e+00
2.5000000e+02,1.7166979e+01,1.9612475e+00,-5.2044876e-04,-5.4738508e-04,-5.2044876e-04,1.9612381e+00,-5.4268483e-04,-5.4738508e-04,-5.4268483e-04,1.9611999e+00,1.9612285e+00
2.5000000e+02,2.1209509e+01,2.1321780e+00,-5.6726561e-04,-5.9532113e-04,-5.6726561e-04,2.1321679e+00,-5.9023416e-04,-5.9532113e-04,-5.9023416e-04,2.1321288e+00,2.1321582e+00
2.5000000e+02,2.6203985e+01,2.3004341e+00,-6.1330684e-04,-6.4233838e-04,-6.1330684e-04,2.3004233e+00,-6.3688876e-04,-6.4233838e-04,-6.3688876e-04,2.3003834e+00,2.3004136e+00
2.5000000e+02,3.2374575e+01,2.4640684e+00,-6.5778740e-04,-6.8765886e-04,-6.5778740e-04,2.4640571e+00,-6.8187571e-04,-6.8765886e-04,-6.8187571e-04,2.4640166e+00,2.4640474e+00
2.5000000e+02,3.9998234e+01,2.6214547e+00,-6.9999296e-04,-7.3057898e-04,-6.9999296e-04,2.6214428e+00,-7.2449452e-04,-7.3057898e-04,-7.2449452e-04,2.6214017e+00,2.6214331e+00
2.5000000e+02,4.9417134e+01,2.7713509e+00,-7.3933211e-04,-7.7052017e-04,-7.3933211e-04,2.7713386e+00,-7.6416791e-04,-7.7052017e-04,-7.6416791e-04,2.7712970e+00,2.7713288e+00
2.5000000e+02,6.1054023e+01,2.9129275e+00,-7.7537287e-04,-8.0706408e-04,-7.7537287e-04,2.9129148e+00,-8.0047721e-04,-8.0706408e-04,-8.0047721e-04,2.9128727e+00,2.9129050e+00
2.5000000e+02,7.5431201e+01,3.0457591e+00,-8.0785827e-04,-8.3996724e-04,-8.0785827e-04,3.0457460e+00,-8.3317740e-04,-8.3996724e-04,-8.3317740e-04,3.0457036e+00,3.0457362e+00
2.5000000e+02,9.3193958e+01,3.1697864e+00,-8.3670114e-04,-8.6915510e-04,-8.3670114e-04,3.1697730e+00,-8.6219161e-04,-8.6915510e-04,-8.6219161e-04,3.1697303e+00,3.1697632e+00
2.5000000e+02,1.1513954e+02,3.2852568e+00,-8.6196221e-04,-8.9469988e-04,-8.6196221e-04,3.2852431e+00,-8.8758919e-04,-8.9469988e-04,-8.8758919e-04,3.2852002e+00,3.2852334e+00
2.5000000e+02,1.4225293e+02,3.3926518e+00,-8.8381831e-04,-9.1678849e-04,-8.8381831e-04,3.3926380e+00,-9.0955403e-04,-9.1678849e-04,-9.0955403e-04,3.3925948e+00,3.3926282e+00
2.5000000e+02,1.7575106e+02,3.4926106e+00,-9.0252717e-04,-9.3568741e-04,-9.0252717e-04,3.4925965e+00,-9.2834957e-04,-9.3568741e-04,-9.2834957e-04,3.4925532e+00,3.4925868e+00
2.5000000e+02,2.1713743e+02,3.5858549e+00,-9.1839428e-04,-9.5170955e-04,-9.1839428e-04,3.5858407e+00,-9.4428584e-04,-9.5170955e-04,-9.4428584e-04,3.5857972e+00,3.5858309e+00
2.5000000e+02,2.6826958e+02,3.6731207e+00,-9.3174492e-04,-9.6518644e-04,-9.3174492e-04,3.6731064e+00,-9.5769174e-04,-9.6518644e-04,-9.5769174e-04,3.6730628e+00,3.6730966e+00
2.5000000e+02,3.3144247e+02,3.7550988e+00,-9.4290286e-04,-9.7644706e-04,-9.4290286e-04,3.7550844e+00,-9.6889391e-04,-9.7644706e-04,-9.6889391e-04,3.7550407e+00,3.7550746e+00
2.5000000e+02,4.0949151e+02,3.8323868e+00,-9.5217561e-04,-9.8580325e-04,-9.5217561e-04,3.8323722e+00,-9.7820210e-04,-9.8580325e-04,-9.7820210e-04,3.8323285e+00,3.8323625e+00
2.5000000e+02,5.0591975e+02,3.9054542e+00,-9.5984534e-04,-9.9354071e-04,-9.5984534e-04,3.9054396e+00,-9.8590028e-04,-9.9354071e-04,-9.8590028e-04,3.9053958e+00,3.9054299e+00
2.5000000e+02,6.2505519e+02,3.9746233e+00,-9.6616431e-04,-9.9991465e-04,-9.6616431e-04,3.9746086e+00,-9.9224211e-04,-9.9991465e-04,-9.9224211e-04,3.9745647e+00,3.9745989e+00
2.5000000e+02,7.7224499e+02,4.0400652e+00,-9.7135355e-04,-1.0051485e-03,-9.7135355e-04,4.0400505e+00,-9.9744974e-04,-1.0051485e-03,-9.9744974e-04,4.0400065e+00,4.0400407e+00
2.5000000e+02,9.5409548e+02,4.1018137e+00,-9.7560367e-04,-1.0094347e-03,-9.7560367e-04,4.1017989e+00,-1.0017147e-03,-1.0094347e-03,-1.0017147e-03,4.1017550e+00,4.1017892e+00
2.5000000e+02,1.1787686e+03,4.1597935e+00,-9.7907699e-04,-1.0129373e-03,-9.7907699e-04,4.1597787e+00,-1.0051999e-03,-1.0129373e-03,-1.0051999e-03,4.1597347e+00,4.1597689e+00
2.5000000e+02,1.4563485e+03,4.2138597e+00,-9.8191040e-04,-1.0157944e-03,-9.8191040e-04,4.2138450e+00,-1.0080430e-03,-1.0157944e-03,-1.0080430e-03,4.2138009e+00,4.2138352e+00
2.5000000e+02,1.7992936e+03,4.2638434e+00,-9.8421840e-04,-1.0181217e-03,-9.8421840e-04,4.2638286e+00,-1.0103587e-03,-1.0181217e-03,-1.0103587e-03,4.2637845e+00,4.2638188e+00
2.5000000e+02,2.2229965e+03,4.3095949e+00,-9.8609619e-04,-1.0200150e-03,-9.8609619e-04,4.3095801e+00,-1.0122428e-03,-1.0200150e-03,-1.0122428e-03,4.3095360e+00,4.3095704e+00
2.5000000e+02,2.7464741e+03,4.3510215e+00,-9.8762246e-04,-1.0215539e-03,-9.8762246e-04,4.3510067e+00,-1.0137741e-03,-1.0215539e-03,-1.0137741e-03,4.3509626e+00,4.3509969e+00
2.5000000e+02,3.3932218e+03,4.3881115e+00,-9.8886203e-04,-1.0228037e-03,-9.8886203e-04,4.3880966e+00,-1.0150178e-03,-1.0228037e-03,-1.0150178e-03,4.3880525e+00,4.3880869e+00
2.5000000e+02,4.1922674e+03,4.4209455e+00,-9.8986811e-04,-1.0238180e-03,-9.8986811e-04,4.4209307e+00,-1.0160272e-03,-1.0238180e-03,-1.0160272e-03,4.4208866e+00,4.4209209e+00
2.5000000e+02,5.1794747e+03,4.4496944e+00,-9.9068426e-04,-1.0246409e-03,-9.9068426e-04,4.4496796e+00,-1.0168460e-03,-1.0246409e-03,-1.0168460e-03,4.4496355e+00,4.4496698e+00
2.5000000e+02,6.3991523e+03,4.4746061e+00,-9.9134605e-04,-1.0253081e-03,-9.9134605e-04,4.4745912e+00,-1.0175100e-03,-1.0253081e-03,-1.0175100e-03,4.4745471e+00,4.4745815e+00
2.5000000e+02,7.9060432e+03,4.4959862e+00,-9.9188249e-04,-1.0258489e-03,-9.9188249e-04,4.4959713e+00,-1.0180482e-03,-1.0258489e-03,-1.0180482e-03,4.4959272e+00,4.4959616e+00
